800,,,,,,
scooping,145,160,,,,
ACCEL,2011-03-17 12:09:30.096,110,1406,-0.03515625,0.53125,-1.148438
ACCEL,2011-03-17 12:09:30.116,110,1407,-0.2148438,0.5390625,-0.984375
ACCEL,2011-03-17 12:09:30.136,110,1408,-0.2617188,0.5117188,-0.9648438
ACCEL,2011-03-17 12:09:30.156,110,1409,-0.2539063,0.5390625,-1.03125
ACCEL,2011-03-17 12:09:30.188,110,1410,-0.2109375,0.5234375,-1.074219
ACCEL,2011-03-17 12:09:30.208,110,1411,-0.2773438,0.4804688,-0.9335938
ACCEL,2011-03-17 12:09:30.228,110,1412,-0.46875,0.4179688,-0.671875
ACCEL,2011-03-17 12:09:30.248,110,1413,-0.5273438,0.375,-0.5234375
ACCEL,2011-03-17 12:09:30.268,110,1414,-0.4921875,0.3476563,-0.5859375
ACCEL,2011-03-17 12:09:30.288,110,1415,-0.4570313,0.3671875,-0.5703125
ACCEL,2011-03-17 12:09:30.308,110,1416,-0.4960938,0.3554688,-0.3125
ACCEL,2011-03-17 12:09:30.328,110,1417,-0.546875,0.3242188,-0.109375
ACCEL,2011-03-17 12:09:30.328,110,1418,-0.484375,0.2695313,-0.0859375
ACCEL,2011-03-17 12:09:30.348,110,1419,-0.40625,0.328125,0.6992188
ACCEL,2011-03-17 12:09:30.368,110,1420,-0.4453125,0.2070313,0.3789063
ACCEL,2011-03-17 12:09:30.388,110,1421,-0.4414063,0.1289063,0.7070313
ACCEL,2011-03-17 12:09:30.408,110,1422,-0.4921875,0.05078125,1.015625
ACCEL,2011-03-17 12:09:30.428,110,1423,-0.5625,0.01953125,1.117188
ACCEL,2011-03-17 12:09:30.448,110,1424,-0.5429688,0.0390625,1.023438
ACCEL,2011-03-17 12:09:30.468,110,1425,-0.4882813,0.05078125,0.9609375
ACCEL,2011-03-17 12:09:30.500,110,1426,-0.484375,0.09765625,0.9921875
ACCEL,2011-03-17 12:09:30.520,110,1427,-0.5234375,0.140625,0.9765625
ACCEL,2011-03-17 12:09:30.540,110,1428,-0.6054688,0.1601563,0.9101563
ACCEL,2011-03-17 12:09:30.560,110,1429,-0.703125,0.1914063,0.875
ACCEL,2011-03-17 12:09:30.580,110,1430,-0.7578125,0.2226563,0.8671875
ACCEL,2011-03-17 12:09:30.600,110,1431,-0.7539063,0.2304688,0.8476563
ACCEL,2011-03-17 12:09:30.620,110,1432,-0.75,0.1992188,0.7929688
ACCEL,2011-03-17 12:09:30.640,110,1433,-0.7460938,0.171875,0.734375
ACCEL,2011-03-17 12:09:30.636,110,1434,-0.7460938,0.171875,0.6757813
ACCEL,2011-03-17 12:09:30.656,110,1435,-0.7539063,0.15625,0.6328125
ACCEL,2011-03-17 12:09:30.676,110,1436,-0.78125,0.1601563,0.6289063
ACCEL,2011-03-17 12:09:30.696,110,1437,-0.7734375,0.1679688,0.5703125
ACCEL,2011-03-17 12:09:30.716,110,1438,-0.7890625,0.1835938,0.5117188
ACCEL,2011-03-17 12:09:30.736,110,1439,-0.8007813,0.1992188,0.4921875
ACCEL,2011-03-17 12:09:30.756,110,1440,-0.765625,0.1953125,0.4453125
ACCEL,2011-03-17 12:09:30.776,110,1441,-0.7421875,0.1992188,0.375
ACCEL,2011-03-17 12:09:30.796,110,1442,-0.7226563,0.2382813,0.296875
